symptoms_text,disease_id
"mild itching, eye discharge, mild gritty sensation, moderate red eyes",12
"moderate painful periods, pelvic pain, heavy bleeding",43
"severe pale skin, persistent rapid heartbeat, moderate fatigue",0
"severe fatigue, persistent skin rash, fever, joint pain",33
"persistent weight gain, persistent fatigue, cold intolerance, dry skin",40
"moderate leg cramps, persistent vomiting, severe dehydration, moderate watery diarrhea",9
"persistent gritty sensation, eye discharge, persistent itching",12
"itching, moderate anal pain",50
"chest pain, productive cough, persistent difficulty breathing, mild fatigue",15
"severe sore throat, persistent body pain, severe fever, cough, chills",14
"persistent tremors, moderate palpitations, severe heat intolerance, mild weight loss",41
"persistent muscle pain, mild rash, mild high fever, mild headache",4
"moderate wheezing, fatigue, moderate chronic cough, severe shortness of breath",42
"heavy bleeding, painful periods, severe pelvic pain",43
moderate abnormal bleeding,31
"mild heavy bleeding, severe pelvic pain, painful periods",43
"mild fatigue, night sweats, severe weight loss",45
"moderate fever, persistent loss of appetite, severe diarrhea",6
"persistent cold intolerance, moderate weight gain, moderate fatigue, dry skin",40
"moderate fever, persistent night sweats, weight loss",3
"difficulty swallowing, mild oral pain, persistent mouth ulcers",46
"severe vomiting, mild severe dehydration, mild watery diarrhea",9
"moderate easy bruising, moderate abdominal swelling, persistent fatigue",25
"pelvic pain, mild heavy bleeding",43
"persistent oily skin, severe blackheads",52
"persistent high fever, mild joint pain, moderate headache",4
"severe joint pain, severe rash, mild high fever, severe headache, mild muscle pain",4
"persistent stiffness, moderate swelling, mild joint pain, reduced mobility",21
"persistent frequent urination, moderate pelvic pain, burning urination",32
"liver discomfort, upper abdominal pain, moderate fatigue, weight gain",20
"frequent urination, moderate blurred vision, moderate excessive thirst, moderate fatigue",1
"severe fatigue, abdominal pain, persistent dark urine",23
"mild skin rash, joint pain, severe fever, moderate fatigue",33
"moderate wheezing, mild shortness of breath, moderate fatigue",42
"severe bleeding gums, mild weakness",34
"moderate heat intolerance, severe palpitations",41
"persistent tremors, moderate heat intolerance, palpitations",41
persistent ring shaped rash,19
"persistent shortness of breath, moderate wheezing, severe coughing",13
"mild abdominal pain, mild loss of appetite, mild diarrhea, persistent weakness",6
"abdominal cramps, persistent dehydration",7
"frequent urination, persistent burning urination, severe pelvic pain",32
"mild abdominal cramps, severe loose stools",7
"moderate fever, persistent confusion, moderate vomiting",36
"mild bleeding during bowel movements, severe itching, anal pain",50
"persistent fever, moderate skin rash, mild joint pain",33
"mild weight gain, moderate acne",39
"severe chronic cough, severe fatigue, severe wheezing, moderate shortness of breath",42
"moderate difficulty seeing, severe vision loss, mild blurred vision, persistent distorted vision",11
"nausea, moderate burning stomach pain, persistent indigestion",27
"severe vomiting, headache, mild confusion",36
"mild severe dehydration, leg cramps, severe vomiting",9
"tooth loss, bleeding gums, joint pain",34
"severe dark urine, moderate dry mouth, severe thirst",10
"severe abdominal swelling, persistent confusion",25
mild headache,2
"mild fatigue, moderate weight gain, cold intolerance",40
"persistent chills, mild muscle pain, mild fever",38
"moderate severe dehydration, vomiting, moderate leg cramps, moderate watery diarrhea",9
"moderate dark urine, moderate abdominal pain, moderate jaundice, moderate fatigue",23
"severe fatigue, persistent dark urine",23
"mild fatigue, severe stunted growth, mild poor appetite, weight loss",8
"persistent headache, moderate rash, muscle pain",4
"moderate difficulty swallowing, severe oral pain, persistent mouth ulcers",46
"severe itching, moderate gritty sensation",12
"anal pain, persistent bleeding during bowel movements, severe itching",50
"irregular periods, severe acne, moderate weight gain",39
"moderate chest pain, severe shortness of breath, severe dizziness",2
"persistent night sweats, severe frequent infections, persistent fatigue",45
severe nipple discharge,30
"persistent persistent abdominal pain, mild loss of appetite",47
"mild oral pain, mild difficulty swallowing, severe mouth ulcers",46
"persistent abdominal pain, moderate weight loss, loss of appetite",47
"circular rash, moderate scaly skin, hair loss",35
"nausea, heartburn, severe stomach pain, bloating",28
"mild pelvic pain, mild frequent urination, persistent burning urination",32
"persistent muscle pain, high fever, severe rash, persistent headache, mild joint pain",4
"poor appetite, persistent weight loss, moderate fatigue",8
"mild weight gain, liver discomfort",20
mild cloudy vision,44
"mild nosebleeds, severe headache, moderate dizziness",2
"skin inflammation, persistent blackheads, moderate pimples, severe oily skin",52
"persistent pelvic pain, burning urination, frequent urination",32
"severe weight loss, mild tremors, mild palpitations",41
"persistent shortness of breath, mild chest tightness, mild coughing, mild wheezing",13
"persistent severe headache, mild joint pain, mild skin rash, persistent bleeding gums",5
"moderate loss of appetite, weight loss, persistent persistent abdominal pain",47
"persistent jaundice, mild itching",48
"severe chest pain, severe fever, mild fatigue",15
"headache, severe muscle pain",38
"moderate fatigue, frequent infections, persistent night sweats",45
"mild weight loss, moderate tremors, persistent palpitations",41
"moderate swelling, severe joint pain, moderate stiffness, moderate reduced mobility",21
"severe reduced urination, moderate thirst, moderate dark urine",10
"severe confusion, persistent memory loss, personality changes",26
"mild night vision difficulty, severe cloudy vision, severe blurred vision",44
"persistent fever, headache, moderate chills",38
"mild blackheads, persistent skin inflammation, mild pimples",52
moderate abdominal swelling,25
"severe night sweats, mild weight loss, severe fatigue",45
"fever, severe headache, persistent muscle pain",38
"severe weight loss, persistent poor appetite, severe stunted growth",8
"severe joint pain, mild fever, moderate skin rash, moderate fatigue",33
"severe itching, moderate eye discharge, persistent gritty sensation, red eyes",12
"severe bleeding during bowel movements, severe itching, severe anal pain",50
"moderate heavy bleeding, severe painful periods",43
"persistent high fever, moderate skin rash, joint pain, mild severe headache, bleeding gums",5
"moderate red eyes, persistent eye discharge, mild itching, moderate gritty sensation",12
"severe weight loss, abdominal swelling, moderate jaundice, persistent itching",48
"mild joint pain, severe rash",4
"vision loss, moderate blurred vision, persistent difficulty seeing",11
"indigestion, burning stomach pain, nausea",27
"high fever, moderate joint pain, bleeding gums",5
"persistent weight loss, mild jaundice, moderate abdominal swelling, severe itching",48
"moderate body pain, severe cough, persistent sore throat, chills",14
"persistent indigestion, persistent burning stomach pain",27
"persistent skin redness, severe scaly skin, severe itching",19
"moderate vomiting, persistent severe dehydration, persistent leg cramps",9
"persistent confusion, moderate personality changes, mild memory loss, mild difficulty thinking",26
"moderate headache, moderate nosebleeds, chest pain",2
"slow wound healing, fatigue, mild blurred vision, moderate excessive thirst, severe frequent urination",1
"persistent circular rash, severe itching, severe hair loss, mild scaly skin",35
"severe acne, persistent excess hair growth, persistent weight gain",39
"severe muscle stiffness, severe tremors, balance problems",29
"persistent abnormal bleeding, mild pelvic pain",31
"heat intolerance, severe tremors, moderate weight loss",41
"confusion, persistent memory loss, persistent difficulty thinking",26
"mild scaling, moderate dry skin, moderate red patches, moderate itchy skin",51
"mild reduced urination, severe thirst",10
"dizziness, severe headache, mild shortness of breath",2
"moderate pelvic pain, mild heavy bleeding, severe painful periods",43
"persistent fatigue, mild night sweats, severe frequent infections",45
"severe itching, mild bleeding during bowel movements, anal pain",50
"persistent reduced urination, severe dry mouth",10
"persistent bloating, moderate heartburn",28
"mild personality changes, persistent difficulty thinking",26
"moderate persistent abdominal pain, severe weight loss, loss of appetite",47
"severe difficulty breathing, fever, moderate fatigue, productive cough",15
"persistent fatigue, moderate weight loss, moderate night sweats",45
"persistent thirst, persistent dark urine",10
"persistent coughing, moderate wheezing, chest tightness",13
"moderate jaundice, severe abdominal swelling",48
"severe pain during intercourse, mild abnormal bleeding, moderate pelvic pain",31
"severe heavy bleeding, painful periods, mild pelvic pain",43
"severe burning stomach pain, moderate nausea, mild indigestion",27
"severe chest pain, severe shortness of breath",49
"mild itching, mild ring shaped rash",19
"persistent cold intolerance, moderate dry skin",40
"persistent dizziness, chest pain, moderate shortness of breath, moderate headache, severe nosebleeds",2
"moderate persistent abdominal pain, persistent loss of appetite, persistent weight loss",47
"moderate pelvic pain, moderate pain during intercourse",31
"mild diarrhea, severe stomach cramps, severe vomiting, nausea",18
dehydration,7
"severe fever, severe diarrhea",6
"mild skin changes, breast lump, mild nipple discharge",30
severe itching,35
"cough, severe sore throat, severe fever",14
"mild abnormal bleeding, moderate pain during intercourse",31
"tremors, slow movement, persistent balance problems",29
"severe nausea, mild burning stomach pain, severe indigestion",27
"mild chronic cough, moderate weight loss",3
"mild shortness of breath, moderate chest pain, headache, persistent nosebleeds, persistent dizziness",2
"mild fatigue, moderate dark urine, pale stools, yellowing of skin",53
"severe pain during intercourse, mild abnormal bleeding, moderate pelvic pain",31
moderate abnormal bleeding,31
"persistent indigestion, severe burning stomach pain, nausea",27
"mild vision loss, severe difficulty seeing, blurred vision",11
"mild abnormal bleeding, mild pain during intercourse, mild pelvic pain",31
"moderate breast pain, breast lump, persistent nipple discharge, mild skin changes",30
"persistent headache, persistent fever, persistent chills",38
"persistent tooth loss, moderate bleeding gums, severe joint pain, weakness",34
"mild wheezing, moderate coughing, persistent shortness of breath",13
"persistent pale stools, dark urine, yellowing of skin",53
severe indigestion,27
"severe itching, persistent anal pain, bleeding during bowel movements",50
"fever, mild chills, moderate sore throat",14
severe anal pain,50
"moderate headache, moderate vomiting, confusion",36
"persistent pale skin, dizziness, rapid heartbeat, mild weakness",0
"severe heavy bleeding, severe painful periods",43
"persistent weight gain, mild liver discomfort, mild upper abdominal pain",20
"persistent scaling, mild itchy skin, moderate red patches, dry skin",51
"persistent high body temperature, severe dizziness",22
"mild nipple discharge, persistent breast lump, breast pain",30
moderate hair loss,35
"severe wheezing, chest tightness, severe shortness of breath",13
"severe severe dehydration, severe watery diarrhea, leg cramps",9
"pale stools, fatigue, moderate dark urine",53
"moderate burning urination, moderate frequent urination, moderate pelvic pain",32
"severe loss of appetite, moderate persistent abdominal pain, severe weight loss",47
"watery diarrhea, moderate severe dehydration",9
"fever, fatigue, mild joint pain, persistent skin rash",33
"mild bleeding gums, moderate tooth loss, severe weakness, joint pain",34
"mild chest pain, persistent shortness of breath, severe dizziness, persistent headache",2
"severe fatigue, slow wound healing, persistent frequent urination",1
"persistent excessive thirst, severe slow wound healing, severe blurred vision, frequent urination",1
"persistent high fever, mild headache, severe joint pain",4
"difficulty swallowing, persistent mouth ulcers, severe oral pain",46
"severe chest pain, moderate night sweats, fever",3
severe hard stools,16
"severe tremors, moderate weight loss, persistent palpitations",41
"moderate dizziness, moderate dry skin, mild high body temperature, mild confusion",22
"indigestion, severe burning stomach pain",27
"moderate weight gain, moderate fatigue, moderate dry skin",40
"severe fever, severe abdominal pain, persistent weakness",6
"persistent oily skin, mild blackheads",52
"severe fatigue, mild frequent infections, mild night sweats, severe weight loss",45
"rash, mild joint pain, severe muscle pain",4
"severe indigestion, mild nausea, persistent burning stomach pain",27
"mild chronic cough, moderate chest pain, severe night sweats, severe fever",3
"persistent fatigue, upper abdominal pain, severe weight gain",20
"persistent chest pain, moderate headache, moderate shortness of breath, moderate dizziness",2
"moderate excessive thirst, blurred vision, severe fatigue, severe frequent urination, mild slow wound healing",1
"moderate nausea, abdominal cramps",7
"moderate balance problems, severe muscle stiffness, persistent tremors",29
"moderate pale skin, mild dizziness, fatigue, weakness, mild rapid heartbeat",0
"mild cold intolerance, severe weight gain, mild dry skin, fatigue",40
"thirst, mild dry mouth, dark urine, severe reduced urination",10
"mild fatigue, mild blurred vision",1
"dry skin, mild itchy skin, persistent red patches, scaling",51
"mild chest tightness, moderate shortness of breath, severe wheezing",13
"severe weight gain, severe upper abdominal pain",20
"persistent abdominal cramps, severe loose stools, severe nausea, dehydration",7
"slow movement, persistent muscle stiffness, mild tremors",29
"severe fatigue, persistent poor appetite, severe weight loss, moderate stunted growth",8
"persistent stiffness, joint pain",21
"persistent joint pain, moderate stiffness",21
"palpitations, moderate heat intolerance, moderate tremors",41
"mild dizziness, rapid heartbeat, moderate fatigue",0
"moderate leg cramps, moderate vomiting, moderate severe dehydration",9
"moderate chest pain, mild nosebleeds",2
"post nasal drip, headache, nasal congestion",17
severe chest pain,3
"mild productive cough, moderate fatigue, moderate fever, difficulty breathing",15
"moderate burning stomach pain, mild nausea, severe indigestion",27
moderate heavy bleeding,43
"wheezing, persistent chest tightness, moderate shortness of breath, coughing",13
persistent cloudy vision,44
"moderate frequent urination, moderate burning urination, pelvic pain",32
"heartburn, mild bloating",28
"muscle pain, moderate headache, persistent rash, severe high fever",4
"chest tightness, moderate shortness of breath, moderate coughing",13
"mild fatigue, moderate abdominal pain",23
"severe irregular periods, persistent excess hair growth",39
"persistent poor appetite, moderate fatigue, mild weight loss",8
"severe nausea, mild loose stools, moderate abdominal cramps, persistent dehydration",7
"mild pale stools, persistent fatigue, persistent yellowing of skin",53
"vomiting, persistent leg cramps, mild severe dehydration, watery diarrhea",9
"severe distorted vision, severe difficulty seeing, moderate blurred vision",11
"moderate abdominal pain, mild fatigue, mild jaundice, dark urine",23
"abdominal discomfort, hard stools, severe bloating",16
"moderate abdominal cramps, severe nausea",7
"persistent circular rash, mild scaly skin",35
"severe stomach pain, heartburn, severe nausea",28
"facial pain, moderate post nasal drip, moderate nasal congestion, headache",17
"severe confusion, persistent difficulty thinking",26
moderate breast pain,30
"persistent headache, severe vomiting, moderate confusion",36
"weight loss, persistent chest pain, mild shortness of breath",49
"severe loss of appetite, moderate nausea, moderate jaundice",24
"poor appetite, severe fatigue, stunted growth",8
"oral pain, difficulty swallowing",46
"severe fever, moderate chronic cough, night sweats, moderate chest pain, mild weight loss",3
"severe frequent urination, persistent pelvic pain, moderate burning urination",32
"persistent abdominal pain, persistent fever",6
"persistent rapid heartbeat, moderate shortness of breath, mild dizziness, persistent pale skin, moderate fatigue",0
"mild skin inflammation, moderate blackheads, persistent pimples, persistent oily skin",52
"moderate breast lump, moderate nipple discharge, skin changes",30
"severe fever, persistent joint pain, moderate skin rash",33
"fatigue, severe weight loss, persistent night sweats",45
"moderate severe dehydration, persistent watery diarrhea",9
"severe abnormal bleeding, pain during intercourse, severe pelvic pain",31
"persistent vomiting, mild leg cramps, severe dehydration, mild watery diarrhea",9
"mild cold intolerance, persistent dry skin",40
"mild watery diarrhea, persistent leg cramps, severe vomiting",9
"moderate weight gain, severe irregular periods, acne, moderate excess hair growth",39
severe abnormal bleeding,31
"moderate thirst, severe dry mouth, mild reduced urination, dark urine",10
"liver discomfort, moderate weight gain",20
"moderate fatigue, moderate fever",33
"weight loss, severe jaundice, mild abdominal swelling, mild itching",48
"severe joint pain, persistent bleeding gums, moderate tooth loss",34
"mild confusion, mild dizziness, dry skin, mild high body temperature",22
"mild night sweats, persistent chest pain, mild chronic cough, fever",3
"mild acne, mild excess hair growth",39
"severe tremors, slow movement, persistent balance problems",29
"persistent fever, persistent rash, severe joint pain, severe red eyes",37
"high fever, severe bleeding gums, mild severe headache",5
"moderate breast lump, mild skin changes, persistent breast pain, mild nipple discharge",30
"persistent headache, moderate muscle pain, moderate rash",4
"facial pain, persistent nasal congestion, mild headache",17
"moderate scaly skin, moderate hair loss, severe itching",35
"mild weight loss, persistent abdominal swelling, severe itching",48
"moderate eye discharge, persistent itching, gritty sensation",12
"moderate persistent abdominal pain, mild loss of appetite, persistent weight loss",47
"scaly skin, persistent circular rash, itching",35
"mild dark urine, severe reduced urination, moderate thirst",10
"persistent hair loss, severe circular rash, scaly skin, severe itching",35
"mild itching, severe jaundice, mild abdominal swelling, weight loss",48
"persistent chest pain, persistent weight loss, severe persistent cough",49
"severe oral pain, mild mouth ulcers, mild difficulty swallowing",46
"mild body pain, severe cough, mild fever, sore throat, persistent chills",14
"persistent night vision difficulty, severe cloudy vision, persistent blurred vision",44
"moderate blackheads, persistent skin inflammation, severe pimples",52
"moderate persistent cough, mild chest pain, severe weight loss, severe shortness of breath",49
"mild headache, moderate joint pain, mild high fever",4
"severe bloating, moderate nausea, severe heartburn, moderate stomach pain",28
"severe stunted growth, persistent poor appetite, mild weight loss, moderate fatigue",8
"persistent confusion, severe high body temperature",22
"mild vomiting, diarrhea",18
"moderate burning urination, pelvic pain, frequent urination",32
"moderate night vision difficulty, moderate blurred vision",44
"severe cloudy vision, persistent blurred vision, severe night vision difficulty",44
"moderate joint pain, moderate skin rash, persistent severe headache, persistent bleeding gums, persistent high fever",5
"persistent frequent urination, moderate pelvic pain",32
"chest pain, persistent nosebleeds, moderate headache, shortness of breath",2
"severe circular rash, moderate scaly skin, moderate itching",35
"weight gain, fatigue, severe liver discomfort",20
"persistent chest pain, mild shortness of breath, severe nosebleeds",2
"moderate bloating, severe abdominal discomfort, moderate hard stools",16
"severe muscle pain, severe chills, moderate headache",38
persistent bleeding during bowel movements,50
"circular rash, itching",35
"persistent balance problems, tremors",29
"persistent rapid heartbeat, moderate pale skin",0
"moderate abdominal discomfort, persistent bloating, mild hard stools",16
"moderate dry skin, moderate fatigue",40
"coughing, wheezing, moderate chest tightness",13
"severe weight loss, mild itching, severe jaundice",48
"persistent vision loss, mild blurred vision, mild difficulty seeing",11
"moderate fever, persistent chest pain, fatigue, persistent productive cough",15
"persistent balance problems, muscle stiffness, persistent tremors, moderate slow movement",29
"severe bloating, mild abdominal discomfort, hard stools",16
"persistent weight gain, mild fatigue, severe liver discomfort, severe upper abdominal pain",20
"moderate fatigue, nausea, moderate loss of appetite, severe jaundice",24
"persistent oily skin, mild blackheads, mild skin inflammation",52
"persistent chest pain, severe shortness of breath, severe persistent cough, severe weight loss",49
"breast lump, breast pain, mild skin changes",30
"moderate diarrhea, persistent vomiting",18
"mild muscle pain, persistent headache",38
"mild high fever, severe skin rash, mild bleeding gums",5
"persistent eye discharge, severe red eyes",12
"mild scaly skin, severe circular rash, mild hair loss, moderate itching",35
"moderate rash, high fever, mild headache, moderate muscle pain",4
"abdominal discomfort, severe bloating",16
"moderate memory loss, moderate personality changes, severe confusion",26
"severe tremors, moderate heat intolerance",41
"severe dry skin, weight gain, mild fatigue, cold intolerance",40
"pale skin, rapid heartbeat, persistent weakness",0
"persistent pelvic pain, moderate pain during intercourse, severe abnormal bleeding",31
"mild loose stools, severe abdominal cramps, persistent dehydration",7
"persistent weight loss, mild fever, mild night sweats",3
"moderate skin rash, severe fatigue",33
"weight loss, moderate fatigue, frequent infections, night sweats",45
"mild persistent abdominal pain, severe loss of appetite",47
"mild heavy bleeding, severe pelvic pain, persistent painful periods",43
"moderate bloating, persistent nausea, moderate heartburn, persistent stomach pain",28
"mild weight loss, chest pain, mild persistent cough",49
"bleeding gums, severe tooth loss, joint pain, severe weakness",34
"mild burning urination, persistent pelvic pain, persistent frequent urination",32
"persistent night vision difficulty, moderate cloudy vision",44
"fatigue, moderate joint pain, fever",33
"moderate skin rash, severe fatigue, persistent joint pain",33
"mild personality changes, moderate confusion, severe memory loss",26
"moderate blurred vision, severe excessive thirst",1
"mild difficulty thinking, mild memory loss, confusion",26
"red eyes, mild gritty sensation, mild itching",12
"mild red eyes, severe eye discharge, itching",12
"persistent weight loss, persistent persistent abdominal pain, severe loss of appetite",47
"persistent jaundice, severe loss of appetite, severe nausea",24
"mild vision loss, severe blurred vision, mild distorted vision",11
"headache, persistent muscle pain, severe chills, mild fever",38
"severe weight gain, moderate irregular periods",39
"moderate circular rash, itching",35
"moderate fever, diarrhea, mild loss of appetite, severe weakness",6
"severe loss of appetite, severe fever, moderate diarrhea",6
"skin changes, severe nipple discharge, moderate breast lump, moderate breast pain",30
"moderate acne, severe excess hair growth, moderate weight gain, irregular periods",39
"persistent cloudy vision, moderate night vision difficulty, mild blurred vision",44
"moderate chest pain, mild shortness of breath",49
"severe poor appetite, moderate weight loss",8
"severe tremors, moderate muscle stiffness, persistent slow movement",29
"mild skin rash, persistent fatigue",33
"nausea, mild vomiting, persistent diarrhea",18
"heavy bleeding, moderate pelvic pain, severe painful periods",43
"moderate fatigue, frequent urination",1
"gritty sensation, severe eye discharge",12
"moderate breast lump, moderate skin changes",30
"scaling, moderate dry skin, mild itchy skin",51
"dry mouth, reduced urination, persistent thirst",10
"slow wound healing, persistent excessive thirst, moderate blurred vision",1
"severe bleeding gums, weakness, persistent tooth loss, moderate joint pain",34
"severe oily skin, pimples, moderate skin inflammation, moderate blackheads",52
"persistent frequent urination, severe slow wound healing, moderate fatigue",1
"confusion, mild headache, persistent fever, mild vomiting",36
"moderate burning urination, mild pelvic pain",32
"mild dizziness, severe dry skin, severe high body temperature",22
"hard stools, mild abdominal discomfort, severe bloating",16
"mild joint pain, high fever, severe bleeding gums",5
"mild dry skin, dizziness, moderate high body temperature",22
"mild weight gain, moderate excess hair growth, severe irregular periods",39
"persistent skin rash, joint pain, persistent bleeding gums, mild severe headache",5
"jaundice, moderate fatigue, nausea",24
"persistent severe dehydration, severe leg cramps, vomiting, mild watery diarrhea",9
"persistent persistent cough, shortness of breath, moderate weight loss",49
"blurred vision, severe fatigue, severe excessive thirst",1
"moderate watery diarrhea, vomiting, severe leg cramps",9
"persistent stomach pain, severe heartburn, severe nausea",28
"persistent cough, mild sore throat, moderate chills, body pain",14
"moderate stomach cramps, moderate nausea, vomiting, severe diarrhea",18
"persistent pain during intercourse, mild abnormal bleeding",31
"persistent night vision difficulty, severe cloudy vision",44
"distorted vision, blurred vision, mild difficulty seeing, mild vision loss",11
"mild confusion, moderate abdominal swelling",25
"moderate blurred vision, persistent night vision difficulty",44
"persistent nipple discharge, severe skin changes",30
"excess hair growth, acne, severe weight gain",39
"persistent body pain, mild fever, persistent cough, moderate chills",14
"joint pain, persistent reduced mobility, persistent stiffness, moderate swelling",21
"bleeding during bowel movements, mild itching",50
"moderate pimples, moderate oily skin, severe skin inflammation",52
"moderate jaundice, mild dark urine",23
"mouth ulcers, oral pain",46
"mild chronic cough, moderate night sweats, severe fever, chest pain",3
"severe weight loss, severe loss of appetite, severe persistent abdominal pain",47
"heavy bleeding, mild painful periods, severe pelvic pain",43
"severe fever, skin rash",33
"skin rash, mild fatigue, persistent fever, severe joint pain",33
"mild weight loss, mild loss of appetite",47
moderate abdominal pain,23
"mild night vision difficulty, severe blurred vision, cloudy vision",44
"mild burning stomach pain, moderate nausea",27
"moderate abdominal swelling, severe itching, mild weight loss",48
"persistent dark urine, reduced urination, moderate dry mouth",10
"difficulty thinking, moderate confusion",26
"severe headache, fever, moderate muscle pain, moderate chills",38
"persistent stiffness, mild swelling, severe joint pain, persistent reduced mobility",21
"mild excessive thirst, blurred vision, moderate fatigue, moderate frequent urination",1
"persistent fatigue, chest pain, moderate productive cough",15
"mild abdominal swelling, persistent itching",48
"fatigue, jaundice, mild dark urine",23
"red eyes, persistent rash, mild joint pain",37
"moderate cold intolerance, weight gain, moderate fatigue",40
"severe shortness of breath, headache, nosebleeds, severe chest pain",2
"mild abdominal pain, moderate weakness",6
"persistent fever, mild joint pain, mild rash",37
"persistent burning stomach pain, severe nausea",27
"moderate abdominal cramps, persistent loose stools",7
"persistent heavy bleeding, mild painful periods, mild pelvic pain",43
"mild fatigue, severe shortness of breath",42
"severe confusion, high body temperature, dizziness",22
"moderate chest pain, severe persistent cough, weight loss",49
"severe nausea, moderate abdominal cramps, severe loose stools, dehydration",7
"mild night sweats, severe fatigue, frequent infections",45
"moderate joint pain, mild fever, mild fatigue, severe skin rash",33
"persistent indigestion, severe nausea, mild burning stomach pain",27
"severe burning urination, severe frequent urination, pelvic pain",32
"mild skin rash, mild fever, persistent joint pain",33
"severe personality changes, moderate confusion, mild memory loss",26
"persistent nausea, persistent vomiting, mild stomach cramps",18
"persistent gritty sensation, moderate itching",12
"fever, persistent headache, persistent muscle pain, severe chills",38
"severe weakness, persistent diarrhea, severe fever, severe abdominal pain",6
"persistent fatigue, severe upper abdominal pain, persistent liver discomfort, persistent weight gain",20
"severe pelvic pain, severe burning urination",32
"persistent indigestion, moderate burning stomach pain",27
"mild stiffness, persistent swelling",21
"difficulty thinking, confusion",26
"severe acne, moderate weight gain, persistent excess hair growth",39
"stomach pain, mild nausea, moderate heartburn, mild bloating",28
severe anal pain,50
"persistent fatigue, confusion",25
"moderate dry skin, confusion, mild dizziness, moderate high body temperature",22
"moderate joint pain, mild rash, severe fever",37
"moderate fatigue, fever, mild skin rash",33
"moderate chills, severe cough, persistent sore throat",14
"moderate weight gain, moderate acne, irregular periods",39
"severe weight loss, severe poor appetite, persistent fatigue",8
"persistent bloating, persistent abdominal discomfort",16
"severe burning urination, moderate pelvic pain, moderate frequent urination",32
"persistent blurred vision, persistent night vision difficulty, moderate cloudy vision",44
"moderate loose stools, persistent nausea, persistent abdominal cramps, persistent dehydration",7
"moderate bleeding gums, severe joint pain, severe skin rash, severe severe headache",5
"severe pimples, severe oily skin, mild blackheads",52
"joint pain, mild high fever, mild severe headache, mild bleeding gums",5
"severe shortness of breath, severe rapid heartbeat, dizziness, pale skin, fatigue",0
"mild difficulty seeing, severe distorted vision, persistent blurred vision",11
"mild palpitations, persistent weight loss, persistent heat intolerance",41
"persistent abdominal pain, severe loss of appetite",47
"fatigue, moderate joint pain, severe skin rash, moderate fever",33
"persistent fatigue, mild yellowing of skin, persistent dark urine, severe pale stools",53
"mild red eyes, itching, mild eye discharge",12
"severe burning urination, mild pelvic pain, persistent frequent urination",32
"difficulty thinking, persistent personality changes",26
"moderate high fever, mild joint pain, moderate headache",4
"frequent urination, excessive thirst, severe slow wound healing",1
"persistent breast pain, severe nipple discharge, mild skin changes",30
"mild skin redness, moderate scaly skin, moderate itching, ring shaped rash",19
moderate nausea,28
severe difficulty seeing,11
"mild excessive thirst, blurred vision, persistent slow wound healing",1
"severe confusion, severe personality changes, difficulty thinking, severe memory loss",26
"persistent pimples, skin inflammation, oily skin",52
"persistent dizziness, moderate pale skin, persistent rapid heartbeat, mild fatigue",0
"bloating, mild nausea, persistent stomach pain",28
"mild weight loss, moderate persistent cough, mild chest pain",49
"moderate fever, mild chronic cough, night sweats, severe chest pain, moderate weight loss",3
"mild memory loss, mild difficulty thinking, severe confusion",26
"persistent dry mouth, persistent thirst, persistent dark urine, moderate reduced urination",10
"persistent dizziness, mild confusion",22
"moderate itching, mild circular rash, moderate hair loss, persistent scaly skin",35
"mild chronic cough, mild fatigue, mild wheezing",42
"moderate confusion, moderate headache, persistent vomiting",36
"joint pain, high fever, moderate severe headache",5
"persistent weight gain, severe irregular periods",39
"mild tremors, persistent palpitations, persistent heat intolerance",41
"persistent weakness, moderate diarrhea, mild abdominal pain, persistent fever",6
"fever, moderate chills, moderate muscle pain",38
"mild heavy bleeding, severe pelvic pain, severe painful periods",43
"moderate breast lump, mild nipple discharge, severe breast pain",30
"blurred vision, mild distorted vision, persistent vision loss",11
"persistent weakness, moderate rapid heartbeat, shortness of breath",0
"mild severe headache, moderate joint pain, skin rash, persistent high fever",5
"severe itching, moderate anal pain, moderate bleeding during bowel movements",50
"moderate watery diarrhea, leg cramps, moderate severe dehydration",9
"mild blackheads, severe skin inflammation",52
"moderate upper abdominal pain, severe weight gain, moderate fatigue, mild liver discomfort",20
"mild heartburn, persistent stomach pain, mild bloating",28
"moderate fever, red eyes",37
"severe fatigue, severe liver discomfort, mild upper abdominal pain, mild weight gain",20
"joint pain, mild fever, mild fatigue",33
"persistent bleeding during bowel movements, itching, persistent anal pain",50
"persistent weight gain, mild fatigue",20
"mild shortness of breath, severe wheezing",42
"moderate shortness of breath, moderate coughing, persistent wheezing",13
"persistent difficulty seeing, blurred vision, severe vision loss, moderate distorted vision",11
"persistent eye discharge, mild itching, mild red eyes, severe gritty sensation",12
"personality changes, severe memory loss, mild confusion",26
"moderate weight loss, persistent loss of appetite",47
"shortness of breath, moderate coughing, chest tightness",13
"mild weight loss, frequent infections",45
"frequent urination, moderate fatigue, moderate blurred vision",1
"moderate dry skin, severe fatigue, weight gain",40
"severe easy bruising, mild confusion, persistent fatigue, severe abdominal swelling",25
"severe pale stools, moderate yellowing of skin, mild dark urine, severe fatigue",53
"burning stomach pain, nausea, severe indigestion",27
"moderate burning stomach pain, indigestion, nausea",27
"mild difficulty breathing, fatigue, mild fever",15
"moderate confusion, headache, moderate fever",36
"moderate dry skin, mild confusion, mild high body temperature",22
